custom_id,clientGithubURL,clientProject,clientProjectOrganisation,breakingCommit,dependencyGroupID,dependencyArtifactID,previousVersion,newVersion,failureCategory,docker_image_breaking,execution_timestamp,execution_success,return_code,execution_time_seconds,tests_run,test_failures,test_errors,test_skipped,num_exceptions,num_failed_tests,num_compilation_errors,num_error_messages,exception_types,first_error_message,all_maven_errors,build_status,error_category,notes,log_file,parsed_errors_file
BBC130,https://github.com/retest/recheck.cli/pull/345,recheck.cli,retest,c007e01d4bad22201d0ce3dcf3a4dc04bc282647,ch.qos.logback,logback-classic,1.2.11,1.4.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:c007e01d4bad22201d0ce3dcf3a4dc04bc282647-breaking,2026-01-05T00:22:19.958523,TRUE,0,12.3,5,0,0,0,3,0,0,0,java.lang.AssertionError|MojoFailureException,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.021 s <<< FAILURE! - in de.retest.recheck.cli.PreConditionTest","Tests run: 1, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.021 s <<< FAILURE! - in de.retest.recheck.cli.PreConditionTest|should_warn_when_not_a_recheck_project  Time elapsed: 0.017 s  <<< FAILURE!|Tests run: 3, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.002 s <<< FAILURE! - in de.retest.recheck.cli.utils.SystemInUtilTest|should_repeatedly_ask_yes_or_no_when_input_is_invalid  Time elapsed: 0 s  <<< FAILURE!|Failures:",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC130.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC130.json
BBC131,https://github.com/retest/recheck/pull/1041,recheck,retest,02363207c365b3befd6426f6dda5c8eac904d760,org.slf4j,slf4j-api,1.7.36,2.0.3,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:02363207c365b3befd6426f6dda5c8eac904d760-breaking,2026-01-05T00:22:51.834240,TRUE,0,31.68,1,0,1,0,61,0,0,1,java.lang.ClassCastException|MojoFailureException,class org.slf4j.helpers.NOPLogger cannot be cast to class ch.qos.logback.classic.Logger (org.slf4j.helpers.NOPLogger and ch.qos.logback.classic.Logger are in unnamed module of loader 'app'),"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.13 s <<< FAILURE! - in DefaultRecheckIgnoreJsTest|DefaultRecheckIgnoreJsTest.default_recheck_ignore_should_load_without_exception  Time elapsed: 0.051 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.015 s <<< FAILURE! - in DefaultRecheckIgnoreTest|DefaultRecheckIgnoreTest.default_recheck_ignore_should_load_without_exception  Time elapsed: 0.002 s  <<< ERROR!|Tests run: 13, Failures: 0, Errors: 13, Skipped: 0, Time elapsed: 0.054 s <<< FAILURE! - in de.retest.recheck.ui.diff.AttributeDifferenceTest",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC131.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC131.json
BBC132,https://github.com/elimu-ai/webapp/pull/1618,webapp,elimu-ai,65d7e266291e48fd6d2c62caaa63775c74c5d472,org.apache.logging.log4j,log4j-api,2.16.0,2.20.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:65d7e266291e48fd6d2c62caaa63775c74c5d472-breaking,2026-01-05T00:23:11.082237,TRUE,0,19.13,1,0,1,0,91,90,0,6,java.lang.NoClassDefFoundError|java.lang.NoSuchMethodError|MojoFailureException,'java.lang.ClassLoader[] org.apache.logging.log4j.util.LoaderUtil.getClassLoaders()',"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.413 s <<< FAILURE! - in ai.elimu.dao.SoundDaoTest|initializationError(ai.elimu.dao.SoundDaoTest)  Time elapsed: 0.01 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.001 s <<< FAILURE! - in ai.elimu.dao.ContributorDaoTest|initializationError(ai.elimu.dao.ContributorDaoTest)  Time elapsed: 0.001 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0 s <<< FAILURE! - in ai.elimu.dao.EmojiDaoTest",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC132.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC132.json
BBC134,https://github.com/pac4j/dropwizard-pac4j/pull/350,dropwizard-pac4j,pac4j,f1dfdcd3774cc7ad8900e232607d1519085e48d7,org.glassfish.jersey.core,jersey-server,2.32,2.38,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:f1dfdcd3774cc7ad8900e232607d1519085e48d7-breaking,2026-01-05T00:23:33.040859,TRUE,0,21.9,4,0,4,0,12,0,0,2,java.lang.NoClassDefFoundError|java.lang.ClassNotFoundException|MojoFailureException,org/glassfish/jersey/internal/DynamicFeatureConfigurator,"Tests run: 4, Failures: 0, Errors: 4, Skipped: 0, Time elapsed: 2.544 s <<< FAILURE! - in org.pac4j.dropwizard.bundle.BundleFactoryTest|org.pac4j.dropwizard.bundle.BundleFactoryTest.emptyPac4jInConfig  Time elapsed: 1.737 s  <<< ERROR!|org.pac4j.dropwizard.bundle.BundleFactoryTest.sessiondisabledForced  Time elapsed: 0.257 s  <<< ERROR!|org.pac4j.dropwizard.bundle.BundleFactoryTest.noPac4jInConfig  Time elapsed: 0.215 s  <<< ERROR!|org.pac4j.dropwizard.bundle.BundleFactoryTest.sessionEnabledForced  Time elapsed: 0.201 s  <<< ERROR!",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC134.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC134.json
BBC135,https://github.com/searls/jasmine-maven-plugin/pull/571,jasmine-maven-plugin,searls,60d8c1a25e2d7fc688f1b2306be5675f089b74e9,org.slf4j,slf4j-api,1.7.32,2.0.2,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:60d8c1a25e2d7fc688f1b2306be5675f089b74e9-breaking,2026-01-05T00:24:05.641428,TRUE,0,32.57,2,2,0,0,3,0,0,0,java.lang.AssertionError|MojoFailureException,Some dependencies of Maven Plugins are expected to be in provided scope.,"Some dependencies of Maven Plugins are expected to be in provided scope.|Tests run: 2, Failures: 2, Errors: 0, Skipped: 0, Time elapsed: 1.49 s <<< FAILURE! - in com.github.searls.jasmine.format.JasmineResultLoggerTest|shouldLogDetails  Time elapsed: 1.307 s  <<< FAILURE!|shouldLogHeader  Time elapsed: 0.005 s  <<< FAILURE!|Failures:",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC135.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC135.json
BBC136,https://github.com/retest/recheck/pull/1037,recheck,retest,c8a572a7d8e67eef75d9ab1a80d6acb952be6d7e,org.slf4j,slf4j-api,1.7.36,2.0.1,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:c8a572a7d8e67eef75d9ab1a80d6acb952be6d7e-breaking,2026-01-05T00:24:37.219114,TRUE,0,31.4,1,0,1,0,61,0,0,1,java.lang.ClassCastException|MojoFailureException,class org.slf4j.helpers.NOPLogger cannot be cast to class ch.qos.logback.classic.Logger (org.slf4j.helpers.NOPLogger and ch.qos.logback.classic.Logger are in unnamed module of loader 'app'),"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.123 s <<< FAILURE! - in DefaultRecheckIgnoreJsTest|DefaultRecheckIgnoreJsTest.default_recheck_ignore_should_load_without_exception  Time elapsed: 0.054 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.018 s <<< FAILURE! - in DefaultRecheckIgnoreTest|DefaultRecheckIgnoreTest.default_recheck_ignore_should_load_without_exception  Time elapsed: 0.002 s  <<< ERROR!|Tests run: 13, Failures: 0, Errors: 13, Skipped: 0, Time elapsed: 0.049 s <<< FAILURE! - in de.retest.recheck.ui.diff.AttributeDifferenceTest",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC136.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC136.json
BBC137,https://github.com/jcabi/jcabi-ssh/pull/143,jcabi-ssh,jcabi,93ac5faf37905e0fb4b44f5401271f2d3d76f57a,org.apache.sshd,sshd-common,2.9.2,2.10.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:93ac5faf37905e0fb4b44f5401271f2d3d76f57a-breaking,2026-01-05T00:24:51.122814,TRUE,0,13.87,1,0,0,0,10,0,0,2,RuntimeSshException|java.io.IOException|java.lang.NoSuchMethodError|com.jcraft.jsch.JSchException|MojoFailureException,'boolean org.apache.sshd.common.future.CloseFuture.await(java.time.Duration)',"Tests run: 3, Failures: 0, Errors: 2, Skipped: 0, Time elapsed: 0.442 s <<< FAILURE! - in com.jcabi.ssh.SshTest|com.jcabi.ssh.SshTest.executeCommandOnServerWithPrivateKey  Time elapsed: 0.4 s  <<< ERROR!|com.jcabi.ssh.SshTest.executeCommandOnServer  Time elapsed: 0.031 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.062 s <<< FAILURE! - in com.jcabi.ssh.SshByPasswordTest|com.jcabi.ssh.SshByPasswordTest.executesCommand  Time elapsed: 0.058 s  <<< ERROR!",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC137.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC137.json
BBC139,https://github.com/s4u/pgpverify-maven-plugin/pull/445,pgpverify-maven-plugin,s4u,923528a3dd1bcdba21490f7583c80a67d01285b2,org.junit.jupiter,junit-jupiter-params,5.9.1,5.9.2,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:923528a3dd1bcdba21490f7583c80a67d01285b2-breaking,2026-01-05T00:25:25.561243,TRUE,0,34.32,8,0,1,0,32,4,0,3,MojoFailureException|java.lang.NoSuchMethodError|java.lang.NumberFormatException|org.junit.platform.commons.PreconditionViolationException,'java.lang.String[] org.junit.platform.commons.util.ReflectionUtils.parseQualifiedMethodName(java.lang.String)',"Tests run: 8, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 3.025 s <<< FAILURE! - in org.simplify4u.plugins.ArtifactResolverTest|org.simplify4u.plugins.ArtifactResolverTest.testEnablingValidatingPluginDependenciesEnablesPlugins(boolean, boolean, boolean, boolean)  Time elapsed: 2.844 s  <<< ERROR!|Tests run: 6, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 1.595 s <<< FAILURE! - in org.simplify4u.plugins.ShowMojoTest|org.simplify4u.plugins.ShowMojoTest.shouldThrowExceptionForInvalidArtifact(String)  Time elapsed: 0.05 s  <<< ERROR!|Tests run: 19, Failures: 0, Errors: 2, Skipped: 0, Time elapsed: 0.123 s <<< FAILURE! - in org.simplify4u.plugins.pgp.SignatureUtilsTest",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC139.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC139.json
BBC14,https://github.com/matteobaccan/html2pop3/pull/312,html2pop3,matteobaccan,dec73a7c634142d631306f8cf201e228fe3ebcc6,ch.qos.logback,logback-classic,1.4.1,1.4.3,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:dec73a7c634142d631306f8cf201e228fe3ebcc6-breaking,2026-01-04T22:30:41.562541,TRUE,0,13.08,2,0,2,0,4,0,0,3,java.lang.NoClassDefFoundError|java.lang.ClassNotFoundException|MojoFailureException,ch/qos/logback/core/joran/sanity/SanityChecker,"Tests run: 2, Failures: 0, Errors: 2, Skipped: 0, Time elapsed: 0.197 s <<< FAILURE! - in it.baccan.html2pop3.utils.FilterTest|it.baccan.html2pop3.utils.FilterTest.testAdd  Time elapsed: 0.068 s  <<< ERROR!|it.baccan.html2pop3.utils.FilterTest.testIsAllow  Time elapsed: 0.001 s  <<< ERROR!|Errors:|FilterTest.<clinit>:19 » NoClassDefFound ch/qos/logback/core/joran/sanity/SanityChecker",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC14.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC14.json
BBC140,https://github.com/apache/directory-scimple/pull/49,directory-scimple,apache,2f9d75d4b01cd18afcb4676d134142882f9e0034,javax,javaee-api,7,8.0.1,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:2f9d75d4b01cd18afcb4676d134142882f9e0034-breaking,2026-01-05T00:26:12.596740,TRUE,0,46.92,1,0,0,0,12,0,0,2,java.lang.AbstractMethodError|org.mockito.exceptions.misusing.UnfinishedStubbingException|MojoFailureException,"Receiver class org.jboss.resteasy.specimpl.ResponseBuilderImpl does not define or inherit an implementation of the resolved method 'abstract javax.ws.rs.core.Response$ResponseBuilder status(int, java.","Tests run: 2, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 2.249 s <<< FAILURE! - in org.apache.directory.scim.server.rest.SelfResourceImplTest|org.apache.directory.scim.server.rest.SelfResourceImplTest.noSelfIdResolverTest  Time elapsed: 1.777 s  <<< ERROR!|Tests run: 7, Failures: 0, Errors: 6, Skipped: 0, Time elapsed: 0.918 s <<< FAILURE! - in org.apache.directory.scim.server.rest.BaseResourceTypeResourceImplTest|org.apache.directory.scim.server.rest.BaseResourceTypeResourceImplTest.testUpdate_ErrorIfBothAttributesAndExcludedAttributesExist  Time elapsed: 0.636 s  <<< ERROR!|org.apache.directory.scim.server.rest.BaseResourceTypeResourceImplTest.testPatch_ErrorIfBothAttributesAndExcludedAttributesExist  Time elapsed: 0.005 s  <<< ERROR!",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC140.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC140.json
BBC141,https://github.com/citerus/dddsample-core/pull/121,dddsample-core,citerus,8ecc7850c97f4616ec4e67f7568adf34293cc4f1,jakarta.xml.bind,jakarta.xml.bind-api,2.3.3,4.0.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:8ecc7850c97f4616ec4e67f7568adf34293cc4f1-breaking,2026-01-05T00:26:47.459400,TRUE,0,34.5,2,0,0,0,165,0,0,10,java.lang.NoClassDefFoundError|java.lang.IllegalArgumentException|java.nio.file.NoSuchFileException|org.springframework.beans.factory.BeanCreationException|java.lang.IllegalStateException|org.springframework.beans.factory.UnsatisfiedDependencyException|java.lang.Exception|java.lang.ClassNotFoundException|MojoFailureException,Error creating bean with name 'interfacesApplicationContext': Unsatisfied dependency expressed through field 'entityManager'; nested exception is org.springframework.beans.factory.BeanCreationExceptio,"Tests run: 2, Failures: 0, Errors: 2, Skipped: 0, Time elapsed: 5.016 s <<< FAILURE! - in se.citerus.dddsample.interfaces.tracking.ws.CargoTrackingRestServiceIntegrationTest|se.citerus.dddsample.interfaces.tracking.ws.CargoTrackingRestServiceIntegrationTest.shouldReturnValidationErrorResponseWhenInvalidHandlingReportIsSubmitted  Time elapsed: 0.001 s  <<< ERROR!|se.citerus.dddsample.interfaces.tracking.ws.CargoTrackingRestServiceIntegrationTest.shouldReturn200ResponseAndJsonWhenRequestingCargoWithIdABC123  Time elapsed: 0.001 s  <<< ERROR!|Tests run: 2, Failures: 0, Errors: 2, Skipped: 0, Time elapsed: 1.827 s <<< FAILURE! - in se.citerus.dddsample.interfaces.handling.HandlingReportIntegrationTest|se.citerus.dddsample.interfaces.handling.HandlingReportIntegrationTest.shouldReturn201ResponseWhenHandlingReportIsSubmitted  Time elapsed: 0 s  <<< ERROR!",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC141.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC141.json
BBC142,https://github.com/retest/recheck.cli/pull/353,recheck.cli,retest,e35a97cf177d8cd7d022c4adca7da24f1a17a2eb,ch.qos.logback,logback-classic,1.2.11,1.4.5,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:e35a97cf177d8cd7d022c4adca7da24f1a17a2eb-breaking,2026-01-05T00:26:59.560936,TRUE,0,12.09,5,0,0,0,3,0,0,0,java.lang.AssertionError|MojoFailureException,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.022 s <<< FAILURE! - in de.retest.recheck.cli.PreConditionTest","Tests run: 1, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.022 s <<< FAILURE! - in de.retest.recheck.cli.PreConditionTest|should_warn_when_not_a_recheck_project  Time elapsed: 0.018 s  <<< FAILURE!|Tests run: 3, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.002 s <<< FAILURE! - in de.retest.recheck.cli.utils.SystemInUtilTest|should_repeatedly_ask_yes_or_no_when_input_is_invalid  Time elapsed: 0 s  <<< FAILURE!|Failures:",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC142.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC142.json
BBC143,https://github.com/kstateome/lti-launch/pull/35,lti-launch,kstateome,f61b113c1493d02611bc5cdc9a80e8af0abf2035,org.springframework,spring-webmvc,4.1.6.RELEASE,5.3.18,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:f61b113c1493d02611bc5cdc9a80e8af0abf2035-breaking,2026-01-05T00:27:08.585331,TRUE,0,8.92,1,0,1,0,3,1,0,2,java.lang.NoClassDefFoundError|java.lang.ClassNotFoundException|MojoFailureException,org/springframework/web/util/pattern/PathPatternParser,"Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.19.1:test (default-test) on project lti-launch: There are test failures.|[ERROR] Please refer to /lti-launch/target/surefire-reports for the individual test results.|-> [Help 1]|[ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.|Re-run Maven using the -X switch to enable full debug logging.",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC143.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC143.json
BBC144,https://github.com/btrplace/scheduler/pull/379,scheduler,btrplace,5476e69fca14862d862805790b73574e1de58dd2,org.antlr,antlr4-runtime,4.9.3,4.1,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:5476e69fca14862d862805790b73574e1de58dd2-breaking,2026-01-05T00:28:28.520719,TRUE,0,79.88,260,0,0,0,9,0,0,6,java.lang.ExceptionInInitializerError|java.io.InvalidClassException|java.lang.UnsupportedOperationException|org.btrplace.btrpsl.ScriptBuilderException|MojoFailureException,[foo 2:19] mismatched input '<EOF>' expecting ')',"Tests run: 38, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 3.481 s <<< FAILURE! - in TestSuite|org.btrplace.safeplace.spec.SpecScannerTest.test  Time elapsed: 2.023 s  <<< FAILURE!|Failures:|SpecScannerTest.test:23 » ExceptionInInitializer|Tests run: 38, Failures: 1, Errors: 0, Skipped: 0",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC144.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC144.json
BBC145,https://github.com/Refactoring-Bot/Refactoring-Bot/pull/109,Refactoring-Bot,Refactoring-Bot,ff98f9e99811cd3186d3819d19b5b7f8143a0632,org.antlr,antlr4-runtime,4.7.2,4.1,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:ff98f9e99811cd3186d3819d19b5b7f8143a0632-breaking,2026-01-05T00:28:49.556663,TRUE,0,21.01,2,0,0,0,4,1,0,1,java.lang.UnsupportedOperationException|java.lang.ExceptionInInitializerError|java.io.InvalidClassException|MojoFailureException,java.io.InvalidClassException: org.antlr.v4.runtime.atn.ATN; Could not deserialize ATN with version 3 (expected 4).,"Tests run: 5, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 1.056 s <<< FAILURE! - in de.refactoringbot.services.main.GrammarServiceTest|testCheckComment(de.refactoringbot.services.main.GrammarServiceTest)  Time elapsed: 0.019 s  <<< ERROR!|Errors:|GrammarServiceTest.testCheckComment:111 » ExceptionInInitializer|Tests run: 62, Failures: 0, Errors: 1, Skipped: 0",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC145.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC145.json
BBC146,https://github.com/tamtam-chat/tamtam-bot-api/pull/24,tamtam-bot-api,tamtam-chat,fafb59e8f1b9ddba4bbabe64818f361e7def7d04,com.fasterxml.jackson.core,jackson-databind,2.9.10.3,2.13.4.1,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:fafb59e8f1b9ddba4bbabe64818f361e7def7d04-breaking,2026-01-05T00:29:13.262130,TRUE,0,23.6,3,0,1,0,83,46,0,9,java.lang.NoClassDefFoundError|java.io.IOException|java.lang.Exception|chat.tamtam.botapi.exceptions.APIException|java.lang.ClassNotFoundException|MojoFailureException,com/fasterxml/jackson/annotation/JsonKey,"Tests run: 3, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 1.674 s <<< FAILURE! - in chat.tamtam.botapi.queries.RemoveMemberQueryTest|removeMemberTest(chat.tamtam.botapi.queries.RemoveMemberQueryTest)  Time elapsed: 1.65 s  <<< ERROR!|Tests run: 2, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.017 s <<< FAILURE! - in chat.tamtam.botapi.queries.GetMessageByIdQueryTest|getMessageByIdTest(chat.tamtam.botapi.queries.GetMessageByIdQueryTest)  Time elapsed: 0.017 s  <<< ERROR!|Tests run: 3, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.01 s <<< FAILURE! - in chat.tamtam.botapi.queries.DeleteMessageQueryTest",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC146.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC146.json
BBC147,https://github.com/pac4j/dropwizard-pac4j/pull/368,dropwizard-pac4j,pac4j,5b7634ef016e7e65084fb0253e96bffa5810c0df,com.fasterxml.jackson.core,jackson-databind,2.10.5.1,2.14.2,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:5b7634ef016e7e65084fb0253e96bffa5810c0df-breaking,2026-01-05T00:29:29.274903,TRUE,0,15.97,4,0,4,0,33,0,0,2,java.lang.NoClassDefFoundError|java.lang.ClassNotFoundException|MojoFailureException,com/fasterxml/jackson/core/util/JacksonFeature,"Tests run: 4, Failures: 0, Errors: 4, Skipped: 0, Time elapsed: 0.359 s <<< FAILURE! - in org.pac4j.dropwizard.bundle.BundleFactoryTest|org.pac4j.dropwizard.bundle.BundleFactoryTest.emptyPac4jInConfig  Time elapsed: 0.205 s  <<< ERROR!|org.pac4j.dropwizard.bundle.BundleFactoryTest.sessiondisabledForced  Time elapsed: 0.004 s  <<< ERROR!|org.pac4j.dropwizard.bundle.BundleFactoryTest.noPac4jInConfig  Time elapsed: 0.005 s  <<< ERROR!|org.pac4j.dropwizard.bundle.BundleFactoryTest.sessionEnabledForced  Time elapsed: 0.002 s  <<< ERROR!",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC147.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC147.json
BBC148,https://github.com/pholser/junit-quickcheck/pull/499,junit-quickcheck,pholser,7c90c61e90e9936d8a7e355de8900214c759cb61,org.mockito,mockito-core,4.11.0,5.3.1,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:7c90c61e90e9936d8a7e355de8900214c759cb61-breaking,2026-01-05T00:29:57.839191,TRUE,0,28.52,2,0,0,0,2,0,0,3,java.lang.AssertionError|MojoFailureException,"Expected: [3, 6], but was: [","Tests run: 3, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.932 s <<< FAILURE! - in com.pholser.junit.quickcheck.internal.generator.CompositeGeneratorTest|com.pholser.junit.quickcheck.internal.generator.CompositeGeneratorTest.shrinkingChoosesAComponentCapableOfShrinkingTheValue  Time elapsed: 0.054 s  <<< FAILURE!|Failures:|CompositeGeneratorTest.shrinkingChoosesAComponentCapableOfShrinkingTheValue:90 expected:<[3, 6]> but was:<[]>|Tests run: 510, Failures: 1, Errors: 0, Skipped: 18",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC148.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC148.json
BBC149,https://github.com/retest/recheck.cli/pull/350,recheck.cli,retest,bab3a3c5b1aa9ee57dcbff7f146576f2c0c7251d,ch.qos.logback,logback-classic,1.2.11,1.4.4,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:bab3a3c5b1aa9ee57dcbff7f146576f2c0c7251d-breaking,2026-01-05T00:30:09.912499,TRUE,0,12.05,5,0,0,0,3,0,0,0,java.lang.AssertionError|MojoFailureException,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.021 s <<< FAILURE! - in de.retest.recheck.cli.PreConditionTest","Tests run: 1, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.021 s <<< FAILURE! - in de.retest.recheck.cli.PreConditionTest|should_warn_when_not_a_recheck_project  Time elapsed: 0.017 s  <<< FAILURE!|Tests run: 3, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.003 s <<< FAILURE! - in de.retest.recheck.cli.utils.SystemInUtilTest|should_repeatedly_ask_yes_or_no_when_input_is_invalid  Time elapsed: 0 s  <<< FAILURE!|Failures:",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC149.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC149.json
BBC150,https://github.com/jiangxincode/ApkToolBoxGUI/pull/125,ApkToolBoxGUI,jiangxincode,a1b247aa03bcc0131d0646b2adaf434de18dcf80,org.apache.logging.log4j,log4j-core,2.17.2,2.19.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:a1b247aa03bcc0131d0646b2adaf434de18dcf80-breaking,2026-01-05T00:30:24.015105,TRUE,0,14.08,4,0,0,0,9,0,0,6,java.lang.NoClassDefFoundError|java.lang.ClassNotFoundException|MojoFailureException,Could not initialize class org.apache.logging.log4j.core.impl.ThreadContextDataInjector,"Tests run: 4, Failures: 0, Errors: 4, Skipped: 0, Time elapsed: 0.691 s <<< FAILURE! - in edu.jiangxin.encode.EncoderConvertTest|edu.jiangxin.encode.EncoderConvertTest.testEncodeDir  Time elapsed: 0.684 s  <<< ERROR!|edu.jiangxin.encode.EncoderConvertTest.testEncodeFile  Time elapsed: 0 s  <<< ERROR!|edu.jiangxin.encode.EncoderConvertTest.testDetectEncode01  Time elapsed: 0 s  <<< ERROR!|edu.jiangxin.encode.EncoderConvertTest.testDetectEncode02  Time elapsed: 0 s  <<< ERROR!",FAILURE,,,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC150.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC150.json
