model,context_variant,bump_id,file_name,output_token,input_token
Qwen3_480b_cloud,minimal,BBC06,BBC06U124Test_prompt.txt,133,866
Qwen3_480b_cloud,minimal,BBC06,BBC06U125Test_prompt.txt,303,904
Qwen3_480b_cloud,minimal,BBC06,BBC06U126Test_prompt.txt,276,882
Qwen3_480b_cloud,minimal,BBC06,BBC06U127Test_prompt.txt,356,897
Qwen3_480b_cloud,minimal,BBC06,BBC06U128Test_prompt.txt,260,1179
Qwen3_480b_cloud,minimal,BBC06,BBC06U129Test_prompt.txt,296,869
Qwen3_480b_cloud,minimal,BBC06,BBC06U12Test_prompt.txt,236,883
Qwen3_480b_cloud,minimal,BBC06,BBC06U130Test_prompt.txt,183,849
Qwen3_480b_cloud,minimal,BBC06,BBC06U131Test_prompt.txt,245,857
Qwen3_480b_cloud,minimal,BBC06,BBC06U132Test_prompt.txt,380,851
Qwen3_480b_cloud,minimal,BBC06,BBC06U133Test_prompt.txt,299,943
Qwen3_480b_cloud,minimal,BBC06,BBC06U134Test_prompt.txt,181,859
Qwen3_480b_cloud,minimal,BBC06,BBC06U135Test_prompt.txt,387,855
Qwen3_480b_cloud,minimal,BBC06,BBC06U136Test_prompt.txt,141,855
Qwen3_480b_cloud,minimal,BBC06,BBC06U137Test_prompt.txt,142,874
Qwen3_480b_cloud,minimal,BBC06,BBC06U138Test_prompt.txt,114,872
Qwen3_480b_cloud,minimal,BBC06,BBC06U139Test_prompt.txt,151,863
Qwen3_480b_cloud,minimal,BBC06,BBC06U13Test_prompt.txt,270,881
Qwen3_480b_cloud,minimal,BBC06,BBC06U140Test_prompt.txt,341,857
Qwen3_480b_cloud,minimal,BBC06,BBC06U141Test_prompt.txt,391,900
Qwen3_480b_cloud,minimal,BBC06,BBC06U142Test_prompt.txt,138,855
Qwen3_480b_cloud,minimal,BBC06,BBC06U143Test_prompt.txt,277,931
Qwen3_480b_cloud,minimal,BBC06,BBC06U144Test_prompt.txt,138,861
Qwen3_480b_cloud,minimal,BBC06,BBC06U145Test_prompt.txt,204,878
Qwen3_480b_cloud,minimal,BBC06,BBC06U146Test_prompt.txt,1381,938
Qwen3_480b_cloud,minimal,BBC06,BBC06U147Test_prompt.txt,170,870
Qwen3_480b_cloud,minimal,BBC06,BBC06U148Test_prompt.txt,286,932
Qwen3_480b_cloud,minimal,BBC06,BBC06U149Test_prompt.txt,719,932
Qwen3_480b_cloud,minimal,BBC06,BBC06U14Test_prompt.txt,489,881
Qwen3_480b_cloud,minimal,BBC06,BBC06U150Test_prompt.txt,133,872
Qwen3_480b_cloud,minimal,BBC06,BBC06U151Test_prompt.txt,187,878
Qwen3_480b_cloud,minimal,BBC06,BBC06U152Test_prompt.txt,139,861
Qwen3_480b_cloud,minimal,BBC06,BBC06U153Test_prompt.txt,299,861
Qwen3_480b_cloud,minimal,BBC06,BBC06U154Test_prompt.txt,157,888
Qwen3_480b_cloud,minimal,BBC06,BBC06U155Test_prompt.txt,113,935
Qwen3_480b_cloud,minimal,BBC06,BBC06U156Test_prompt.txt,149,872
Qwen3_480b_cloud,minimal,BBC06,BBC06U157Test_prompt.txt,158,888
Qwen3_480b_cloud,minimal,BBC06,BBC06U158Test_prompt.txt,200,861
Qwen3_480b_cloud,minimal,BBC06,BBC06U159Test_prompt.txt,217,885
Qwen3_480b_cloud,minimal,BBC06,BBC06U15Test_prompt.txt,382,883
Qwen3_480b_cloud,minimal,BBC06,BBC06U160Test_prompt.txt,367,916
Qwen3_480b_cloud,minimal,BBC06,BBC06U161Test_prompt.txt,377,975
Qwen3_480b_cloud,minimal,BBC06,BBC06U162Test_prompt.txt,154,896
Qwen3_480b_cloud,minimal,BBC06,BBC06U163Test_prompt.txt,281,916
Qwen3_480b_cloud,minimal,BBC06,BBC06U164Test_prompt.txt,310,885
Qwen3_480b_cloud,minimal,BBC06,BBC06U165Test_prompt.txt,367,1007
Qwen3_480b_cloud,minimal,BBC06,BBC06U166Test_prompt.txt,151,872
Qwen3_480b_cloud,minimal,BBC06,BBC06U167Test_prompt.txt,333,873
Qwen3_480b_cloud,minimal,BBC06,BBC06U168Test_prompt.txt,294,1004
Qwen3_480b_cloud,minimal,BBC06,BBC06U169Test_prompt.txt,260,871
Qwen3_480b_cloud,minimal,BBC06,BBC06U16Test_prompt.txt,285,885
Qwen3_480b_cloud,minimal,BBC06,BBC06U170Test_prompt.txt,386,912
Qwen3_480b_cloud,minimal,BBC06,BBC06U171Test_prompt.txt,157,872
Qwen3_480b_cloud,minimal,BBC06,BBC06U172Test_prompt.txt,1087,988
Qwen3_480b_cloud,minimal,BBC06,BBC06U173Test_prompt.txt,266,988
Qwen3_480b_cloud,minimal,BBC06,BBC06U174Test_prompt.txt,257,874
Qwen3_480b_cloud,minimal,BBC06,BBC06U175Test_prompt.txt,456,1000
Qwen3_480b_cloud,minimal,BBC06,BBC06U176Test_prompt.txt,166,871
Qwen3_480b_cloud,minimal,BBC06,BBC06U177Test_prompt.txt,199,863
Qwen3_480b_cloud,minimal,BBC06,BBC06U178Test_prompt.txt,332,863
Qwen3_480b_cloud,minimal,BBC06,BBC06U179Test_prompt.txt,499,983
Qwen3_480b_cloud,minimal,BBC06,BBC06U17Test_prompt.txt,310,881
Qwen3_480b_cloud,minimal,BBC06,BBC06U180Test_prompt.txt,337,871
Qwen3_480b_cloud,minimal,BBC06,BBC06U181Test_prompt.txt,571,910
Qwen3_480b_cloud,minimal,BBC06,BBC06U182Test_prompt.txt,242,874
Qwen3_480b_cloud,minimal,BBC06,BBC06U183Test_prompt.txt,144,872
Qwen3_480b_cloud,minimal,BBC06,BBC06U184Test_prompt.txt,424,988
Qwen3_480b_cloud,minimal,BBC06,BBC06U185Test_prompt.txt,661,988
Qwen3_480b_cloud,minimal,BBC06,BBC06U186Test_prompt.txt,214,874
Qwen3_480b_cloud,minimal,BBC06,BBC06U187Test_prompt.txt,207,979
Qwen3_480b_cloud,minimal,BBC06,BBC06U188Test_prompt.txt,614,871
Qwen3_480b_cloud,minimal,BBC06,BBC06U189Test_prompt.txt,369,872
Qwen3_480b_cloud,minimal,BBC06,BBC06U190Test_prompt.txt,151,863
Qwen3_480b_cloud,minimal,BBC06,BBC06U191Test_prompt.txt,317,863
Qwen3_480b_cloud,minimal,BBC06,BBC06U192Test_prompt.txt,451,973
Qwen3_480b_cloud,minimal,BBC06,BBC06U193Test_prompt.txt,234,871
Qwen3_480b_cloud,minimal,BBC06,BBC06U194Test_prompt.txt,1090,910
Qwen3_480b_cloud,minimal,BBC06,BBC06U195Test_prompt.txt,147,872
Qwen3_480b_cloud,minimal,BBC06,BBC06U196Test_prompt.txt,828,988
Qwen3_480b_cloud,minimal,BBC06,BBC06U197Test_prompt.txt,510,988
Qwen3_480b_cloud,minimal,BBC06,BBC06U198Test_prompt.txt,154,874
Qwen3_480b_cloud,minimal,BBC06,BBC06U199Test_prompt.txt,441,942
Qwen3_480b_cloud,minimal,BBC06,BBC06U200Test_prompt.txt,1972,871
Qwen3_480b_cloud,minimal,BBC06,BBC06U201Test_prompt.txt,300,863
Qwen3_480b_cloud,minimal,BBC06,BBC06U202Test_prompt.txt,143,864
Qwen3_480b_cloud,minimal,BBC06,BBC06U203Test_prompt.txt,145,855
Qwen3_480b_cloud,minimal,BBC06,BBC06U204Test_prompt.txt,202,878
Qwen3_480b_cloud,minimal,BBC06,BBC06U205Test_prompt.txt,1542,930
Qwen3_480b_cloud,minimal,BBC06,BBC06U206Test_prompt.txt,114,866
Qwen3_480b_cloud,minimal,BBC06,BBC06U207Test_prompt.txt,220,864
Qwen3_480b_cloud,minimal,BBC06,BBC06U208Test_prompt.txt,227,866
Qwen3_480b_cloud,minimal,BBC06,BBC06U209Test_prompt.txt,113,878
Qwen3_480b_cloud,minimal,BBC06,BBC06U210Test_prompt.txt,260,855
Qwen3_480b_cloud,minimal,BBC06,BBC06U211Test_prompt.txt,241,961
Qwen3_480b_cloud,minimal,BBC06,BBC06U212Test_prompt.txt,410,1002
Qwen3_480b_cloud,minimal,BBC06,BBC06U213Test_prompt.txt,372,1028
Qwen3_480b_cloud,minimal,BBC06,BBC06U214Test_prompt.txt,1309,1002
Qwen3_480b_cloud,minimal,BBC06,BBC06U215Test_prompt.txt,218,1010
Qwen3_480b_cloud,minimal,BBC06,BBC06U216Test_prompt.txt,331,1002
Qwen3_480b_cloud,minimal,BBC06,BBC06U217Test_prompt.txt,364,855
Qwen3_480b_cloud,minimal,BBC06,BBC06U218Test_prompt.txt,201,881
Qwen3_480b_cloud,minimal,BBC06,BBC06U219Test_prompt.txt,240,902
Qwen3_480b_cloud,minimal,BBC06,BBC06U220Test_prompt.txt,138,866
Qwen3_480b_cloud,minimal,BBC06,BBC06U221Test_prompt.txt,165,892
Qwen3_480b_cloud,minimal,BBC06,BBC06U222Test_prompt.txt,222,855
Qwen3_480b_cloud,minimal,BBC06,BBC06U223Test_prompt.txt,133,880
Qwen3_480b_cloud,minimal,BBC06,BBC06U224Test_prompt.txt,381,904
Qwen3_480b_cloud,minimal,BBC06,BBC06U225Test_prompt.txt,358,1278
Qwen3_480b_cloud,minimal,BBC06,BBC06U226Test_prompt.txt,158,884
Qwen3_480b_cloud,minimal,BBC06,BBC06U227Test_prompt.txt,309,902
Qwen3_480b_cloud,minimal,BBC06,BBC06U228Test_prompt.txt,276,1132
Qwen3_480b_cloud,minimal,BBC06,BBC06U229Test_prompt.txt,304,958
Qwen3_480b_cloud,minimal,BBC06,BBC06U230Test_prompt.txt,137,902
Qwen3_480b_cloud,minimal,BBC06,BBC06U231Test_prompt.txt,130,863
Qwen3_480b_cloud,minimal,BBC06,BBC06U232Test_prompt.txt,184,891
Qwen3_480b_cloud,minimal,BBC06,BBC06U233Test_prompt.txt,118,869
Qwen3_480b_cloud,minimal,BBC06,BBC06U234Test_prompt.txt,1694,1852
Qwen3_480b_cloud,minimal,BBC06,BBC06U235Test_prompt.txt,268,877
Qwen3_480b_cloud,minimal,BBC06,BBC06U236Test_prompt.txt,565,891
Qwen3_480b_cloud,minimal,BBC06,BBC06U237Test_prompt.txt,681,1200
Qwen3_480b_cloud,minimal,BBC06,BBC06U238Test_prompt.txt,269,1111
Qwen3_480b_cloud,minimal,BBC06,BBC06U239Test_prompt.txt,136,872
Qwen3_480b_cloud,minimal,BBC06,BBC06U240Test_prompt.txt,250,874
Qwen3_480b_cloud,minimal,BBC06,BBC06U241Test_prompt.txt,147,891
Qwen3_480b_cloud,minimal,BBC06,BBC06U242Test_prompt.txt,159,863
Qwen3_480b_cloud,minimal,BBC06,BBC06U243Test_prompt.txt,301,1008
Qwen3_480b_cloud,minimal,BBC06,BBC06U244Test_prompt.txt,343,917
Qwen3_480b_cloud,minimal,BBC06,BBC06U245Test_prompt.txt,249,895
Qwen3_480b_cloud,minimal,BBC06,BBC06U246Test_prompt.txt,403,966
Qwen3_480b_cloud,minimal,BBC06,BBC06U247Test_prompt.txt,164,864
Qwen3_480b_cloud,minimal,BBC06,BBC06U248Test_prompt.txt,136,865
Qwen3_480b_cloud,minimal,BBC06,BBC06U249Test_prompt.txt,462,924
Qwen3_480b_cloud,minimal,BBC06,BBC06U250Test_prompt.txt,296,916
Qwen3_480b_cloud,minimal,BBC06,BBC06U251Test_prompt.txt,453,929
Qwen3_480b_cloud,minimal,BBC06,BBC06U252Test_prompt.txt,339,966
Qwen3_480b_cloud,minimal,BBC06,BBC06U253Test_prompt.txt,329,864
Qwen3_480b_cloud,minimal,BBC06,BBC06U254Test_prompt.txt,475,914
Qwen3_480b_cloud,minimal,BBC06,BBC06U255Test_prompt.txt,212,881
Qwen3_480b_cloud,minimal,BBC06,BBC06U256Test_prompt.txt,164,864
Qwen3_480b_cloud,minimal,BBC06,BBC06U257Test_prompt.txt,154,855
Qwen3_480b_cloud,minimal,BBC06,BBC06U258Test_prompt.txt,182,866
Qwen3_480b_cloud,minimal,BBC06,BBC06U259Test_prompt.txt,457,961
Qwen3_480b_cloud,minimal,BBC06,BBC06U25Test_prompt.txt,209,1055
Qwen3_480b_cloud,minimal,BBC06,BBC06U260Test_prompt.txt,102,1055
Qwen3_480b_cloud,minimal,BBC06,BBC06U261Test_prompt.txt,1164,1034
Qwen3_480b_cloud,minimal,BBC06,BBC06U262Test_prompt.txt,282,995
Qwen3_480b_cloud,minimal,BBC06,BBC06U263Test_prompt.txt,876,1121
Qwen3_480b_cloud,minimal,BBC06,BBC06U264Test_prompt.txt,374,1067
Qwen3_480b_cloud,minimal,BBC06,BBC06U265Test_prompt.txt,360,1001
Qwen3_480b_cloud,minimal,BBC06,BBC06U266Test_prompt.txt,304,1001
Qwen3_480b_cloud,minimal,BBC06,BBC06U267Test_prompt.txt,5778,1001
Qwen3_480b_cloud,minimal,BBC06,BBC06U268Test_prompt.txt,840,969
Qwen3_480b_cloud,minimal,BBC06,BBC06U269Test_prompt.txt,172,956
Qwen3_480b_cloud,minimal,BBC06,BBC06U26Test_prompt.txt,424,1219
Qwen3_480b_cloud,minimal,BBC06,BBC06U270Test_prompt.txt,158,923
Qwen3_480b_cloud,minimal,BBC06,BBC06U271Test_prompt.txt,1900,866
Qwen3_480b_cloud,minimal,BBC06,BBC06U272Test_prompt.txt,166,925
Qwen3_480b_cloud,minimal,BBC06,BBC06U273Test_prompt.txt,205,852
Qwen3_480b_cloud,minimal,BBC06,BBC06U274Test_prompt.txt,732,857
Qwen3_480b_cloud,minimal,BBC06,BBC06U275Test_prompt.txt,257,847
Qwen3_480b_cloud,minimal,BBC06,BBC06U276Test_prompt.txt,358,927
Qwen3_480b_cloud,minimal,BBC06,BBC06U277Test_prompt.txt,425,1190
Qwen3_480b_cloud,minimal,BBC06,BBC06U278Test_prompt.txt,451,937
Qwen3_480b_cloud,minimal,BBC06,BBC06U279Test_prompt.txt,446,919
Qwen3_480b_cloud,minimal,BBC06,BBC06U27Test_prompt.txt,302,1071
Qwen3_480b_cloud,minimal,BBC06,BBC06U280Test_prompt.txt,770,1182
Qwen3_480b_cloud,minimal,BBC06,BBC06U281Test_prompt.txt,737,919
Qwen3_480b_cloud,minimal,BBC06,BBC06U282Test_prompt.txt,331,1126
Qwen3_480b_cloud,minimal,BBC06,BBC06U283Test_prompt.txt,229,954
Qwen3_480b_cloud,minimal,BBC06,BBC06U284Test_prompt.txt,146,1056
Qwen3_480b_cloud,minimal,BBC06,BBC06U285Test_prompt.txt,176,855
Qwen3_480b_cloud,minimal,BBC06,BBC06U286Test_prompt.txt,197,847
Qwen3_480b_cloud,minimal,BBC06,BBC06U289Test_prompt.txt,297,914
Qwen3_480b_cloud,minimal,BBC06,BBC06U28Test_prompt.txt,496,1189
Qwen3_480b_cloud,minimal,BBC06,BBC06U290Test_prompt.txt,338,856
Qwen3_480b_cloud,minimal,BBC06,BBC06U29Test_prompt.txt,263,1014
Qwen3_480b_cloud,minimal,BBC06,BBC06U2Test_prompt.txt,1096,1156
Qwen3_480b_cloud,minimal,BBC06,BBC06U30Test_prompt.txt,302,1107
Qwen3_480b_cloud,minimal,BBC06,BBC06U31Test_prompt.txt,394,1030
Qwen3_480b_cloud,minimal,BBC06,BBC06U32Test_prompt.txt,200,1059
Qwen3_480b_cloud,minimal,BBC06,BBC06U33Test_prompt.txt,363,913
Qwen3_480b_cloud,minimal,BBC06,BBC06U34Test_prompt.txt,421,1068
Qwen3_480b_cloud,minimal,BBC06,BBC06U35Test_prompt.txt,248,1030
Qwen3_480b_cloud,minimal,BBC06,BBC06U36Test_prompt.txt,386,1059
Qwen3_480b_cloud,minimal,BBC06,BBC06U3Test_prompt.txt,406,1349
Qwen3_480b_cloud,minimal,BBC06,BBC06U42Test_prompt.txt,213,903
Qwen3_480b_cloud,minimal,BBC06,BBC06U43Test_prompt.txt,196,862
Qwen3_480b_cloud,minimal,BBC06,BBC06U44Test_prompt.txt,267,1196
Qwen3_480b_cloud,minimal,BBC06,BBC06U45Test_prompt.txt,399,966
Qwen3_480b_cloud,minimal,BBC06,BBC06U46Test_prompt.txt,152,1065
Qwen3_480b_cloud,minimal,BBC06,BBC06U47Test_prompt.txt,372,908
Qwen3_480b_cloud,minimal,BBC06,BBC06U48Test_prompt.txt,592,973
Qwen3_480b_cloud,minimal,BBC06,BBC06U49Test_prompt.txt,187,997
Qwen3_480b_cloud,minimal,BBC06,BBC06U4Test_prompt.txt,1102,1317
Qwen3_480b_cloud,minimal,BBC06,BBC06U50Test_prompt.txt,473,877
Qwen3_480b_cloud,minimal,BBC06,BBC06U51Test_prompt.txt,442,1090
Qwen3_480b_cloud,minimal,BBC06,BBC06U55Test_prompt.txt,416,1094
Qwen3_480b_cloud,minimal,BBC06,BBC06U56Test_prompt.txt,147,1065
Qwen3_480b_cloud,minimal,BBC06,BBC06U57Test_prompt.txt,540,1214
Qwen3_480b_cloud,minimal,BBC06,BBC06U58Test_prompt.txt,468,1058
Qwen3_480b_cloud,minimal,BBC06,BBC06U59Test_prompt.txt,253,1050
Qwen3_480b_cloud,minimal,BBC06,BBC06U5Test_prompt.txt,625,1154
Qwen3_480b_cloud,minimal,BBC06,BBC06U60Test_prompt.txt,394,1071
Qwen3_480b_cloud,minimal,BBC06,BBC06U61Test_prompt.txt,639,919
Qwen3_480b_cloud,minimal,BBC06,BBC06U62Test_prompt.txt,444,875
Qwen3_480b_cloud,minimal,BBC06,BBC06U63Test_prompt.txt,507,902
Qwen3_480b_cloud,minimal,BBC06,BBC06U64Test_prompt.txt,501,918
Qwen3_480b_cloud,minimal,BBC06,BBC06U65Test_prompt.txt,667,874
Qwen3_480b_cloud,minimal,BBC06,BBC06U66Test_prompt.txt,469,1523
Qwen3_480b_cloud,minimal,BBC06,BBC06U67Test_prompt.txt,966,1205
Qwen3_480b_cloud,minimal,BBC06,BBC06U68Test_prompt.txt,460,1325
Qwen3_480b_cloud,minimal,BBC06,BBC06U69Test_prompt.txt,971,1209
Qwen3_480b_cloud,minimal,BBC06,BBC06U6Test_prompt.txt,1433,1347
Qwen3_480b_cloud,minimal,BBC06,BBC06U70Test_prompt.txt,1583,1469
Qwen3_480b_cloud,minimal,BBC06,BBC06U71Test_prompt.txt,241,988
Qwen3_480b_cloud,minimal,BBC06,BBC06U72Test_prompt.txt,1274,1142
Qwen3_480b_cloud,minimal,BBC06,BBC06U73Test_prompt.txt,403,994
Qwen3_480b_cloud,minimal,BBC06,BBC06U74Test_prompt.txt,671,994
Qwen3_480b_cloud,minimal,BBC06,BBC06U75Test_prompt.txt,1476,1541
Qwen3_480b_cloud,minimal,BBC06,BBC06U76Test_prompt.txt,274,877
Qwen3_480b_cloud,minimal,BBC06,BBC06U77Test_prompt.txt,1307,1058
Qwen3_480b_cloud,minimal,BBC06,BBC06U7Test_prompt.txt,196,887
Qwen3_480b_cloud,minimal,BBC06,BBC06U8Test_prompt.txt,266,883
Qwen3_480b_cloud,minimal,BBC06,BBC06U9Test_prompt.txt,256,885
Qwen3_480b_cloud,minimal,BBC07,BBC07U0Test_prompt.txt,428,870
Qwen3_480b_cloud,minimal,BBC07,BBC07U1Test_prompt.txt,122,846
Qwen3_480b_cloud,minimal,BBC07,BBC07U2Test_prompt.txt,220,872
Qwen3_480b_cloud,minimal,BBC07,BBC07U3Test_prompt.txt,411,925
Qwen3_480b_cloud,minimal,BBC07,BBC07U4Test_prompt.txt,524,840
Qwen3_480b_cloud,minimal,BBC07,BBC07U5Test_prompt.txt,655,924
Qwen3_480b_cloud,minimal,BBC07,BBC07U6Test_prompt.txt,616,930
Qwen3_480b_cloud,minimal,BBC07,BBC07U7Test_prompt.txt,488,834
Qwen3_480b_cloud,minimal,BBC07,BBC07U8Test_prompt.txt,674,892
Qwen3_480b_cloud,minimal,BBC07,BBC07U9Test_prompt.txt,357,828
Qwen3_480b_cloud,minimal,BBC10,BBC10U0Test_prompt.txt,569,848
Qwen3_480b_cloud,minimal,BBC10,BBC10U100Test_prompt.txt,866,895
Qwen3_480b_cloud,minimal,BBC10,BBC10U101Test_prompt.txt,403,857
Qwen3_480b_cloud,minimal,BBC10,BBC10U102Test_prompt.txt,633,859
Qwen3_480b_cloud,minimal,BBC10,BBC10U103Test_prompt.txt,752,1038
Qwen3_480b_cloud,minimal,BBC10,BBC10U108Test_prompt.txt,404,875
Qwen3_480b_cloud,minimal,BBC10,BBC10U109Test_prompt.txt,471,901
Qwen3_480b_cloud,minimal,BBC10,BBC10U10Test_prompt.txt,604,837
Qwen3_480b_cloud,minimal,BBC10,BBC10U113Test_prompt.txt,449,881
Qwen3_480b_cloud,minimal,BBC10,BBC10U114Test_prompt.txt,591,846
Qwen3_480b_cloud,minimal,BBC10,BBC10U115Test_prompt.txt,845,936
Qwen3_480b_cloud,minimal,BBC10,BBC10U116Test_prompt.txt,439,923
Qwen3_480b_cloud,minimal,BBC10,BBC10U117Test_prompt.txt,969,948
Qwen3_480b_cloud,minimal,BBC10,BBC10U118Test_prompt.txt,525,858
Qwen3_480b_cloud,minimal,BBC10,BBC10U119Test_prompt.txt,577,923
Qwen3_480b_cloud,minimal,BBC10,BBC10U11Test_prompt.txt,761,1002
Qwen3_480b_cloud,minimal,BBC10,BBC10U120Test_prompt.txt,210,875
Qwen3_480b_cloud,minimal,BBC10,BBC10U121Test_prompt.txt,124,878
Qwen3_480b_cloud,minimal,BBC10,BBC10U122Test_prompt.txt,851,1080
Qwen3_480b_cloud,minimal,BBC10,BBC10U123Test_prompt.txt,402,990
Qwen3_480b_cloud,minimal,BBC10,BBC10U126Test_prompt.txt,995,990
Qwen3_480b_cloud,minimal,BBC10,BBC10U127Test_prompt.txt,720,835
