model,context_variant,bump_id,file_name,output_token,input_token
GPT_OSS_120b,minimal,BBC06,BBC06U116Test_prompt.txt,787,895
GPT_OSS_120b,minimal,BBC06,BBC06U117Test_prompt.txt,575,955
GPT_OSS_120b,minimal,BBC06,BBC06U118Test_prompt.txt,724,936
GPT_OSS_120b,minimal,BBC06,BBC06U119Test_prompt.txt,92,856
GPT_OSS_120b,minimal,BBC06,BBC06U11Test_prompt.txt,744,874
GPT_OSS_120b,minimal,BBC06,BBC06U120Test_prompt.txt,617,859
GPT_OSS_120b,minimal,BBC06,BBC06U121Test_prompt.txt,146,864
GPT_OSS_120b,minimal,BBC06,BBC06U122Test_prompt.txt,173,838
GPT_OSS_120b,minimal,BBC06,BBC06U123Test_prompt.txt,462,861
GPT_OSS_120b,minimal,BBC06,BBC06U124Test_prompt.txt,330,850
GPT_OSS_120b,minimal,BBC06,BBC06U125Test_prompt.txt,212,890
GPT_OSS_120b,minimal,BBC06,BBC06U126Test_prompt.txt,110,865
GPT_OSS_120b,minimal,BBC06,BBC06U127Test_prompt.txt,723,881
GPT_OSS_120b,minimal,BBC06,BBC06U128Test_prompt.txt,95,1165
GPT_OSS_120b,minimal,BBC06,BBC06U129Test_prompt.txt,227,853
GPT_OSS_120b,minimal,BBC06,BBC06U12Test_prompt.txt,142,870
GPT_OSS_120b,minimal,BBC06,BBC06U130Test_prompt.txt,547,834
GPT_OSS_120b,minimal,BBC06,BBC06U131Test_prompt.txt,172,840
GPT_OSS_120b,minimal,BBC06,BBC06U132Test_prompt.txt,556,834
GPT_OSS_120b,minimal,BBC06,BBC06U133Test_prompt.txt,69,931
GPT_OSS_120b,minimal,BBC06,BBC06U134Test_prompt.txt,539,842
GPT_OSS_120b,minimal,BBC06,BBC06U135Test_prompt.txt,468,838
GPT_OSS_120b,minimal,BBC06,BBC06U136Test_prompt.txt,607,838
GPT_OSS_120b,minimal,BBC06,BBC06U137Test_prompt.txt,594,860
GPT_OSS_120b,minimal,BBC06,BBC06U138Test_prompt.txt,498,854
GPT_OSS_120b,minimal,BBC06,BBC06U139Test_prompt.txt,651,844
GPT_OSS_120b,minimal,BBC06,BBC06U13Test_prompt.txt,565,868
GPT_OSS_120b,minimal,BBC06,BBC06U140Test_prompt.txt,114,840
GPT_OSS_120b,minimal,BBC06,BBC06U141Test_prompt.txt,445,886
GPT_OSS_120b,minimal,BBC06,BBC06U142Test_prompt.txt,176,838
GPT_OSS_120b,minimal,BBC06,BBC06U143Test_prompt.txt,636,922
GPT_OSS_120b,minimal,BBC06,BBC06U144Test_prompt.txt,470,844
GPT_OSS_120b,minimal,BBC06,BBC06U145Test_prompt.txt,112,862
GPT_OSS_120b,minimal,BBC06,BBC06U146Test_prompt.txt,97,924
GPT_OSS_120b,minimal,BBC06,BBC06U147Test_prompt.txt,643,852
GPT_OSS_120b,minimal,BBC06,BBC06U148Test_prompt.txt,725,917
GPT_OSS_120b,minimal,BBC06,BBC06U149Test_prompt.txt,632,917
GPT_OSS_120b,minimal,BBC06,BBC06U14Test_prompt.txt,503,868
GPT_OSS_120b,minimal,BBC06,BBC06U150Test_prompt.txt,475,856
GPT_OSS_120b,minimal,BBC06,BBC06U151Test_prompt.txt,514,862
GPT_OSS_120b,minimal,BBC06,BBC06U152Test_prompt.txt,93,844
GPT_OSS_120b,minimal,BBC06,BBC06U153Test_prompt.txt,436,844
GPT_OSS_120b,minimal,BBC06,BBC06U154Test_prompt.txt,714,875
GPT_OSS_120b,minimal,BBC06,BBC06U155Test_prompt.txt,94,923
GPT_OSS_120b,minimal,BBC06,BBC06U156Test_prompt.txt,94,856
GPT_OSS_120b,minimal,BBC06,BBC06U157Test_prompt.txt,570,875
GPT_OSS_120b,minimal,BBC06,BBC06U158Test_prompt.txt,574,844
GPT_OSS_120b,minimal,BBC06,BBC06U159Test_prompt.txt,700,866
GPT_OSS_120b,minimal,BBC06,BBC06U15Test_prompt.txt,638,870
GPT_OSS_120b,minimal,BBC06,BBC06U160Test_prompt.txt,516,900
GPT_OSS_120b,minimal,BBC06,BBC06U161Test_prompt.txt,85,957
GPT_OSS_120b,minimal,BBC06,BBC06U162Test_prompt.txt,478,878
GPT_OSS_120b,minimal,BBC06,BBC06U163Test_prompt.txt,380,900
GPT_OSS_120b,minimal,BBC06,BBC06U164Test_prompt.txt,288,866
GPT_OSS_120b,minimal,BBC06,BBC06U165Test_prompt.txt,110,980
GPT_OSS_120b,minimal,BBC06,BBC06U166Test_prompt.txt,458,854
GPT_OSS_120b,minimal,BBC06,BBC06U167Test_prompt.txt,398,857
GPT_OSS_120b,minimal,BBC06,BBC06U168Test_prompt.txt,838,996
GPT_OSS_120b,minimal,BBC06,BBC06U169Test_prompt.txt,572,855
GPT_OSS_120b,minimal,BBC06,BBC06U16Test_prompt.txt,522,874
GPT_OSS_120b,minimal,BBC06,BBC06U170Test_prompt.txt,267,898
GPT_OSS_120b,minimal,BBC06,BBC06U171Test_prompt.txt,551,854
GPT_OSS_120b,minimal,BBC06,BBC06U172Test_prompt.txt,230,973
GPT_OSS_120b,minimal,BBC06,BBC06U173Test_prompt.txt,97,973
GPT_OSS_120b,minimal,BBC06,BBC06U174Test_prompt.txt,550,858
GPT_OSS_120b,minimal,BBC06,BBC06U175Test_prompt.txt,215,992
GPT_OSS_120b,minimal,BBC06,BBC06U176Test_prompt.txt,521,855
GPT_OSS_120b,minimal,BBC06,BBC06U177Test_prompt.txt,658,846
GPT_OSS_120b,minimal,BBC06,BBC06U178Test_prompt.txt,144,846
GPT_OSS_120b,minimal,BBC06,BBC06U179Test_prompt.txt,94,975
GPT_OSS_120b,minimal,BBC06,BBC06U17Test_prompt.txt,618,868
GPT_OSS_120b,minimal,BBC06,BBC06U180Test_prompt.txt,685,855
GPT_OSS_120b,minimal,BBC06,BBC06U181Test_prompt.txt,844,896
GPT_OSS_120b,minimal,BBC06,BBC06U182Test_prompt.txt,91,858
GPT_OSS_120b,minimal,BBC06,BBC06U183Test_prompt.txt,246,854
GPT_OSS_120b,minimal,BBC06,BBC06U184Test_prompt.txt,164,973
GPT_OSS_120b,minimal,BBC06,BBC06U185Test_prompt.txt,773,973
GPT_OSS_120b,minimal,BBC06,BBC06U186Test_prompt.txt,553,858
GPT_OSS_120b,minimal,BBC06,BBC06U187Test_prompt.txt,170,971
GPT_OSS_120b,minimal,BBC06,BBC06U188Test_prompt.txt,261,855
GPT_OSS_120b,minimal,BBC06,BBC06U189Test_prompt.txt,630,854
GPT_OSS_120b,minimal,BBC06,BBC06U190Test_prompt.txt,202,846
GPT_OSS_120b,minimal,BBC06,BBC06U191Test_prompt.txt,572,846
GPT_OSS_120b,minimal,BBC06,BBC06U192Test_prompt.txt,949,962
GPT_OSS_120b,minimal,BBC06,BBC06U193Test_prompt.txt,458,855
GPT_OSS_120b,minimal,BBC06,BBC06U194Test_prompt.txt,1171,896
GPT_OSS_120b,minimal,BBC06,BBC06U195Test_prompt.txt,96,854
GPT_OSS_120b,minimal,BBC06,BBC06U196Test_prompt.txt,1144,973
GPT_OSS_120b,minimal,BBC06,BBC06U197Test_prompt.txt,106,973
GPT_OSS_120b,minimal,BBC06,BBC06U198Test_prompt.txt,95,858
GPT_OSS_120b,minimal,BBC06,BBC06U199Test_prompt.txt,1039,931
GPT_OSS_120b,minimal,BBC06,BBC06U200Test_prompt.txt,216,855
GPT_OSS_120b,minimal,BBC06,BBC06U201Test_prompt.txt,336,846
GPT_OSS_120b,minimal,BBC06,BBC06U202Test_prompt.txt,142,846
GPT_OSS_120b,minimal,BBC06,BBC06U203Test_prompt.txt,566,838
GPT_OSS_120b,minimal,BBC06,BBC06U204Test_prompt.txt,548,865
GPT_OSS_120b,minimal,BBC06,BBC06U205Test_prompt.txt,690,918
GPT_OSS_120b,minimal,BBC06,BBC06U206Test_prompt.txt,89,850
GPT_OSS_120b,minimal,BBC06,BBC06U207Test_prompt.txt,598,846
GPT_OSS_120b,minimal,BBC06,BBC06U208Test_prompt.txt,108,850
GPT_OSS_120b,minimal,BBC06,BBC06U209Test_prompt.txt,445,865
GPT_OSS_120b,minimal,BBC06,BBC06U210Test_prompt.txt,517,838
GPT_OSS_120b,minimal,BBC06,BBC06U211Test_prompt.txt,679,940
GPT_OSS_120b,minimal,BBC06,BBC06U212Test_prompt.txt,97,985
GPT_OSS_120b,minimal,BBC06,BBC06U213Test_prompt.txt,516,1005
GPT_OSS_120b,minimal,BBC06,BBC06U214Test_prompt.txt,858,985
GPT_OSS_120b,minimal,BBC06,BBC06U215Test_prompt.txt,509,993
GPT_OSS_120b,minimal,BBC06,BBC06U216Test_prompt.txt,335,985
GPT_OSS_120b,minimal,BBC06,BBC06U217Test_prompt.txt,521,838
GPT_OSS_120b,minimal,BBC06,BBC06U218Test_prompt.txt,451,868
GPT_OSS_120b,minimal,BBC06,BBC06U219Test_prompt.txt,498,888
GPT_OSS_120b,minimal,BBC06,BBC06U220Test_prompt.txt,583,850
GPT_OSS_120b,minimal,BBC06,BBC06U221Test_prompt.txt,90,880
GPT_OSS_120b,minimal,BBC06,BBC06U222Test_prompt.txt,362,838
GPT_OSS_120b,minimal,BBC06,BBC06U223Test_prompt.txt,480,864
GPT_OSS_120b,minimal,BBC06,BBC06U224Test_prompt.txt,498,890
GPT_OSS_120b,minimal,BBC06,BBC06U225Test_prompt.txt,98,1267
GPT_OSS_120b,minimal,BBC06,BBC06U226Test_prompt.txt,516,868
GPT_OSS_120b,minimal,BBC06,BBC06U227Test_prompt.txt,544,889
GPT_OSS_120b,minimal,BBC06,BBC06U228Test_prompt.txt,800,1120
GPT_OSS_120b,minimal,BBC06,BBC06U229Test_prompt.txt,116,943
GPT_OSS_120b,minimal,BBC06,BBC06U230Test_prompt.txt,523,889
GPT_OSS_120b,minimal,BBC06,BBC06U231Test_prompt.txt,96,846
GPT_OSS_120b,minimal,BBC06,BBC06U232Test_prompt.txt,555,878
GPT_OSS_120b,minimal,BBC06,BBC06U233Test_prompt.txt,244,852
GPT_OSS_120b,minimal,BBC06,BBC06U234Test_prompt.txt,167,1831
GPT_OSS_120b,minimal,BBC06,BBC06U235Test_prompt.txt,145,861
GPT_OSS_120b,minimal,BBC06,BBC06U236Test_prompt.txt,693,873
GPT_OSS_120b,minimal,BBC06,BBC06U237Test_prompt.txt,690,1184
GPT_OSS_120b,minimal,BBC06,BBC06U238Test_prompt.txt,96,1104
GPT_OSS_120b,minimal,BBC06,BBC06U239Test_prompt.txt,105,854
GPT_OSS_120b,minimal,BBC06,BBC06U240Test_prompt.txt,492,858
GPT_OSS_120b,minimal,BBC06,BBC06U241Test_prompt.txt,388,878
GPT_OSS_120b,minimal,BBC06,BBC06U242Test_prompt.txt,251,846
GPT_OSS_120b,minimal,BBC06,BBC06U243Test_prompt.txt,102,985
GPT_OSS_120b,minimal,BBC06,BBC06U244Test_prompt.txt,100,903
GPT_OSS_120b,minimal,BBC06,BBC06U245Test_prompt.txt,179,878
GPT_OSS_120b,minimal,BBC06,BBC06U246Test_prompt.txt,688,943
GPT_OSS_120b,minimal,BBC06,BBC06U247Test_prompt.txt,617,846
GPT_OSS_120b,minimal,BBC06,BBC06U248Test_prompt.txt,513,849
GPT_OSS_120b,minimal,BBC06,BBC06U249Test_prompt.txt,140,911
GPT_OSS_120b,minimal,BBC06,BBC06U250Test_prompt.txt,685,899
GPT_OSS_120b,minimal,BBC06,BBC06U251Test_prompt.txt,176,917
GPT_OSS_120b,minimal,BBC06,BBC06U252Test_prompt.txt,876,943
GPT_OSS_120b,minimal,BBC06,BBC06U253Test_prompt.txt,528,846
GPT_OSS_120b,minimal,BBC06,BBC06U254Test_prompt.txt,635,899
GPT_OSS_120b,minimal,BBC06,BBC06U255Test_prompt.txt,380,868
GPT_OSS_120b,minimal,BBC06,BBC06U256Test_prompt.txt,430,846
GPT_OSS_120b,minimal,BBC06,BBC06U257Test_prompt.txt,469,838
GPT_OSS_120b,minimal,BBC06,BBC06U258Test_prompt.txt,541,848
GPT_OSS_120b,minimal,BBC06,BBC06U259Test_prompt.txt,837,940
GPT_OSS_120b,minimal,BBC06,BBC06U25Test_prompt.txt,106,1044
GPT_OSS_120b,minimal,BBC06,BBC06U260Test_prompt.txt,87,1041
GPT_OSS_120b,minimal,BBC06,BBC06U261Test_prompt.txt,1020,1020
GPT_OSS_120b,minimal,BBC06,BBC06U262Test_prompt.txt,771,982
GPT_OSS_120b,minimal,BBC06,BBC06U263Test_prompt.txt,243,1096
GPT_OSS_120b,minimal,BBC06,BBC06U264Test_prompt.txt,2035,1062
GPT_OSS_120b,minimal,BBC06,BBC06U265Test_prompt.txt,102,991
GPT_OSS_120b,minimal,BBC06,BBC06U266Test_prompt.txt,84,991
GPT_OSS_120b,minimal,BBC06,BBC06U267Test_prompt.txt,164,991
GPT_OSS_120b,minimal,BBC06,BBC06U268Test_prompt.txt,571,957
GPT_OSS_120b,minimal,BBC06,BBC06U269Test_prompt.txt,135,945
GPT_OSS_120b,minimal,BBC06,BBC06U26Test_prompt.txt,107,1213
GPT_OSS_120b,minimal,BBC06,BBC06U270Test_prompt.txt,514,909
GPT_OSS_120b,minimal,BBC06,BBC06U271Test_prompt.txt,777,850
GPT_OSS_120b,minimal,BBC06,BBC06U272Test_prompt.txt,643,909
GPT_OSS_120b,minimal,BBC06,BBC06U273Test_prompt.txt,598,833
GPT_OSS_120b,minimal,BBC06,BBC06U274Test_prompt.txt,642,841
GPT_OSS_120b,minimal,BBC06,BBC06U275Test_prompt.txt,166,830
GPT_OSS_120b,minimal,BBC06,BBC06U276Test_prompt.txt,69,909
GPT_OSS_120b,minimal,BBC06,BBC06U277Test_prompt.txt,335,1177
GPT_OSS_120b,minimal,BBC06,BBC06U278Test_prompt.txt,632,926
GPT_OSS_120b,minimal,BBC06,BBC06U279Test_prompt.txt,518,907
GPT_OSS_120b,minimal,BBC06,BBC06U27Test_prompt.txt,154,1056
GPT_OSS_120b,minimal,BBC06,BBC06U280Test_prompt.txt,1005,1174
GPT_OSS_120b,minimal,BBC06,BBC06U281Test_prompt.txt,566,905
GPT_OSS_120b,minimal,BBC06,BBC06U282Test_prompt.txt,89,1116
GPT_OSS_120b,minimal,BBC06,BBC06U283Test_prompt.txt,115,939
GPT_OSS_120b,minimal,BBC06,BBC06U284Test_prompt.txt,604,1040
GPT_OSS_120b,minimal,BBC06,BBC06U285Test_prompt.txt,95,839
GPT_OSS_120b,minimal,BBC06,BBC06U286Test_prompt.txt,538,830
GPT_OSS_120b,minimal,BBC06,BBC06U289Test_prompt.txt,418,902
GPT_OSS_120b,minimal,BBC06,BBC06U28Test_prompt.txt,719,1176
GPT_OSS_120b,minimal,BBC06,BBC06U290Test_prompt.txt,620,840
GPT_OSS_120b,minimal,BBC06,BBC06U29Test_prompt.txt,102,1001
GPT_OSS_120b,minimal,BBC06,BBC06U2Test_prompt.txt,97,1148
GPT_OSS_120b,minimal,BBC06,BBC06U30Test_prompt.txt,103,1093
GPT_OSS_120b,minimal,BBC06,BBC06U31Test_prompt.txt,152,1017
GPT_OSS_120b,minimal,BBC06,BBC06U32Test_prompt.txt,772,1052
GPT_OSS_120b,minimal,BBC06,BBC06U33Test_prompt.txt,280,899
GPT_OSS_120b,minimal,BBC06,BBC06U34Test_prompt.txt,538,1054
GPT_OSS_120b,minimal,BBC06,BBC06U35Test_prompt.txt,113,1017
GPT_OSS_120b,minimal,BBC06,BBC06U36Test_prompt.txt,955,1052
GPT_OSS_120b,minimal,BBC06,BBC06U3Test_prompt.txt,99,1345
GPT_OSS_120b,minimal,BBC06,BBC06U42Test_prompt.txt,579,889
GPT_OSS_120b,minimal,BBC06,BBC06U43Test_prompt.txt,97,846
GPT_OSS_120b,minimal,BBC06,BBC06U44Test_prompt.txt,464,1173
GPT_OSS_120b,minimal,BBC06,BBC06U45Test_prompt.txt,277,952
GPT_OSS_120b,minimal,BBC06,BBC06U46Test_prompt.txt,117,1051
GPT_OSS_120b,minimal,BBC06,BBC06U47Test_prompt.txt,658,892
GPT_OSS_120b,minimal,BBC06,BBC06U48Test_prompt.txt,95,959
GPT_OSS_120b,minimal,BBC06,BBC06U49Test_prompt.txt,541,984
GPT_OSS_120b,minimal,BBC06,BBC06U4Test_prompt.txt,101,1314
GPT_OSS_120b,minimal,BBC06,BBC06U50Test_prompt.txt,1240,859
GPT_OSS_120b,minimal,BBC06,BBC06U51Test_prompt.txt,639,1076
GPT_OSS_120b,minimal,BBC06,BBC06U55Test_prompt.txt,684,1080
GPT_OSS_120b,minimal,BBC06,BBC06U56Test_prompt.txt,183,1049
GPT_OSS_120b,minimal,BBC06,BBC06U57Test_prompt.txt,229,1195
GPT_OSS_120b,minimal,BBC06,BBC06U58Test_prompt.txt,95,1041
GPT_OSS_120b,minimal,BBC06,BBC06U59Test_prompt.txt,86,1038
GPT_OSS_120b,minimal,BBC06,BBC06U5Test_prompt.txt,104,1146
GPT_OSS_120b,minimal,BBC06,BBC06U60Test_prompt.txt,105,1052
GPT_OSS_120b,minimal,BBC06,BBC06U61Test_prompt.txt,94,903
GPT_OSS_120b,minimal,BBC06,BBC06U62Test_prompt.txt,136,857
GPT_OSS_120b,minimal,BBC06,BBC06U63Test_prompt.txt,1125,886
GPT_OSS_120b,minimal,BBC06,BBC06U64Test_prompt.txt,95,902
GPT_OSS_120b,minimal,BBC06,BBC06U65Test_prompt.txt,570,856
GPT_OSS_120b,minimal,BBC06,BBC06U66Test_prompt.txt,102,1506
GPT_OSS_120b,minimal,BBC06,BBC06U67Test_prompt.txt,664,1192
GPT_OSS_120b,minimal,BBC06,BBC06U68Test_prompt.txt,956,1321
GPT_OSS_120b,minimal,BBC06,BBC06U69Test_prompt.txt,845,1203
GPT_OSS_120b,minimal,BBC06,BBC06U6Test_prompt.txt,800,1343
GPT_OSS_120b,minimal,BBC06,BBC06U70Test_prompt.txt,416,1460
GPT_OSS_120b,minimal,BBC06,BBC06U71Test_prompt.txt,232,972
GPT_OSS_120b,minimal,BBC06,BBC06U72Test_prompt.txt,1399,1131
GPT_OSS_120b,minimal,BBC06,BBC06U73Test_prompt.txt,1086,981
GPT_OSS_120b,minimal,BBC06,BBC06U74Test_prompt.txt,106,981
GPT_OSS_120b,minimal,BBC06,BBC06U75Test_prompt.txt,567,1537
GPT_OSS_120b,minimal,BBC06,BBC06U76Test_prompt.txt,882,859
GPT_OSS_120b,minimal,BBC06,BBC06U77Test_prompt.txt,486,1043
GPT_OSS_120b,minimal,BBC06,BBC06U7Test_prompt.txt,582,878
GPT_OSS_120b,minimal,BBC06,BBC06U8Test_prompt.txt,457,874
GPT_OSS_120b,minimal,BBC06,BBC06U9Test_prompt.txt,610,874
GPT_OSS_120b,minimal,BBC07,BBC07U0Test_prompt.txt,381,862
GPT_OSS_120b,minimal,BBC07,BBC07U1Test_prompt.txt,717,837
GPT_OSS_120b,minimal,BBC07,BBC07U2Test_prompt.txt,426,864
GPT_OSS_120b,minimal,BBC07,BBC07U3Test_prompt.txt,772,917
GPT_OSS_120b,minimal,BBC07,BBC07U4Test_prompt.txt,659,831
GPT_OSS_120b,minimal,BBC07,BBC07U5Test_prompt.txt,847,920
GPT_OSS_120b,minimal,BBC07,BBC07U6Test_prompt.txt,515,923
GPT_OSS_120b,minimal,BBC07,BBC07U7Test_prompt.txt,302,827
GPT_OSS_120b,minimal,BBC07,BBC07U8Test_prompt.txt,537,885
GPT_OSS_120b,minimal,BBC07,BBC07U9Test_prompt.txt,345,819
GPT_OSS_120b,minimal,BBC10,BBC10U0Test_prompt.txt,677,844
GPT_OSS_120b,minimal,BBC10,BBC10U100Test_prompt.txt,827,883
GPT_OSS_120b,minimal,BBC10,BBC10U101Test_prompt.txt,512,847
GPT_OSS_120b,minimal,BBC10,BBC10U102Test_prompt.txt,583,849
GPT_OSS_120b,minimal,BBC10,BBC10U103Test_prompt.txt,75,1030
GPT_OSS_120b,minimal,BBC10,BBC10U108Test_prompt.txt,374,867
GPT_OSS_120b,minimal,BBC10,BBC10U109Test_prompt.txt,480,894
GPT_OSS_120b,minimal,BBC10,BBC10U10Test_prompt.txt,530,831
GPT_OSS_120b,minimal,BBC10,BBC10U113Test_prompt.txt,524,874
GPT_OSS_120b,minimal,BBC10,BBC10U114Test_prompt.txt,628,839
GPT_OSS_120b,minimal,BBC10,BBC10U115Test_prompt.txt,762,930
GPT_OSS_120b,minimal,BBC10,BBC10U116Test_prompt.txt,355,915
GPT_OSS_120b,minimal,BBC10,BBC10U117Test_prompt.txt,172,945
GPT_OSS_120b,minimal,BBC10,BBC10U118Test_prompt.txt,424,851
GPT_OSS_120b,minimal,BBC10,BBC10U119Test_prompt.txt,688,915
GPT_OSS_120b,minimal,BBC10,BBC10U11Test_prompt.txt,733,997
GPT_OSS_120b,minimal,BBC10,BBC10U120Test_prompt.txt,375,867
GPT_OSS_120b,minimal,BBC10,BBC10U121Test_prompt.txt,488,870
GPT_OSS_120b,minimal,BBC10,BBC10U122Test_prompt.txt,604,1073
GPT_OSS_120b,minimal,BBC10,BBC10U123Test_prompt.txt,457,986
GPT_OSS_120b,minimal,BBC10,BBC10U126Test_prompt.txt,1307,985
GPT_OSS_120b,minimal,BBC10,BBC10U127Test_prompt.txt,769,827
GPT_OSS_120b,minimal,BBC10,BBC10U128Test_prompt.txt,338,943
GPT_OSS_120b,minimal,BBC10,BBC10U129Test_prompt.txt,292,830
GPT_OSS_120b,minimal,BBC10,BBC10U12Test_prompt.txt,381,831
GPT_OSS_120b,minimal,BBC10,BBC10U130Test_prompt.txt,449,870
GPT_OSS_120b,minimal,BBC10,BBC10U131Test_prompt.txt,540,830
GPT_OSS_120b,minimal,BBC10,BBC10U132Test_prompt.txt,760,917
GPT_OSS_120b,minimal,BBC10,BBC10U133Test_prompt.txt,417,830
GPT_OSS_120b,minimal,BBC10,BBC10U134Test_prompt.txt,345,916
GPT_OSS_120b,minimal,BBC10,BBC10U135Test_prompt.txt,675,830
GPT_OSS_120b,minimal,BBC10,BBC10U136Test_prompt.txt,449,1005
GPT_OSS_120b,minimal,BBC10,BBC10U137Test_prompt.txt,432,830
GPT_OSS_120b,minimal,BBC10,BBC10U138Test_prompt.txt,707,853
GPT_OSS_120b,minimal,BBC10,BBC10U139Test_prompt.txt,431,910
GPT_OSS_120b,minimal,BBC10,BBC10U13Test_prompt.txt,635,963
GPT_OSS_120b,minimal,BBC10,BBC10U140Test_prompt.txt,434,930
GPT_OSS_120b,minimal,BBC10,BBC10U141Test_prompt.txt,426,910
GPT_OSS_120b,minimal,BBC10,BBC10U142Test_prompt.txt,628,938
